,Company,rating,reviews,place,company type,old
4750,Parle Elizabeth ...,3.8,(93 Reviews),14 years old,Mumbai + 6 more,1k-5k Employees (Global)
4751,TEXILA AMERICAN ...,4.6,(93 Reviews),Guyana + 5 more,Private,12 years old
4752,VERITY GLOBAL SO...,3.5,(93 Reviews),201-500 Employees (India),Mumbai + 5 more,
4753,Maharashtra Stat...,4.1,(93 Reviews),Mumbai + 22 more,Private,74 years old
4754,Flatworld Mortga...,3.8,(93 Reviews),Bengaluru + 2 more,Private,16 years old
4755,Shiva Pharmachem,4.1,(93 Reviews),21 years old,"Vadodara/Baroda,Gujarat + 2 more",201-500 Employees (India)
4756,Celio Future Fas...,4.8,(93 Reviews),Saint Quen + 24 more,Private,37 years old
4757,Aditya Birla Ide...,3.8,(93 Reviews),201-500 Employees (Global),Chennai + 29 more,
4758,Tulip Diagnostic...,4.3,(93 Reviews),Goa + 28 more,Private,34 years old
4759,DealShare,3.5,(93 Reviews),4 years old,"Jaipur,Rajasthan + 23 more",201-500 Employees (India)
4760,Redcliffe Labs,4.5,(93 Reviews),"Gurgaon,Haryana + 17 more",Private,3 years old
4761,Apex Hospital,3.8,(93 Reviews),"Jaipur,Rajasthan + 19 more",Private,28 years old
4762,Ashish Life Scie...,4.5,(93 Reviews),"Mumbai,Maharashtra + 3 more",Private,47 years old
4763,Agility E Servic...,4.1,(391 Reviews),15 years old,"Hyderabad/Secunderabad,Telangana",10k-50k Employees (Global)
4764,Arabian Bemco Co...,4.6,(92 Reviews),54 years old,Jeddah + 10 more,51-200 Employees (India)
4765,Maksat Technolog...,3.8,(92 Reviews),New Delhi + 21 more,Private,22 years old
4766,Signature Global,3.9,(92 Reviews),New Jersey + 6 more,Private,14 years old
4767,Indian Coast Gua...,4.3,(92 Reviews),"New Delhi,Delhi + 20 more",Private,44 years old
4768,Chain-Sys,3.7,(92 Reviews),"Grand Ledge,MI + 1 more",Private,24 years old
4769,Pyrotech Electro...,3.6,(92 Reviews),"Udaipur,Rajasthan + 6 more",Private,46 years old
4770,LimeRoad,3.6,(92 Reviews),"Gurgaon,Haryana + 3 more",Private,10 years old
4771,Graphite India,3.6,(92 Reviews),"Nasik/Nashik,Maharashtra + 5 more",Public,60 years old
4772,Aamby Valley Cit...,4.3,(92 Reviews),Pune + 4 more,Public,19 years old
4773,Jamia Hamdard Un...,4.0,(92 Reviews),New Delhi,Public,33 years old
4774,HEUBACH Colour,4.1,(92 Reviews),Vadodara + 8 more,Private,28 years old
4775,Sindhu Cargo Ser...,3.4,(92 Reviews),Bengaluru + 8 more,Private,35 years old
4776,Jayem Automotive...,3.1,(92 Reviews),"Chennai,Tamil Nadu + 1 more",Private,31 years old
4777,Gautam Solar,3.1,(92 Reviews),New Delhi + 9 more,Private,25 years old
4778,Amps Electrical ...,3.4,(92 Reviews),23 years old,"Bangalore/Bengaluru,Karnataka + 13 more",201-500 Employees (India)
4779,Trimble,4.3,(92 Reviews),"Sunnyvale,California + 6 more",Private,44 years old
4780,Dunkin' Donuts,4.3,(92 Reviews),72 years old,Canton + 17 more,1k-5k Employees (Global)
4781,doodleblue innov...,4.6,(92 Reviews),"Chennai,Tamil Nadu",Private,11 years old
4782,Entercoms,3.4,(92 Reviews),"Irving,Texas",Private,18 years old
4783,Qualtech Consult...,3.4,(92 Reviews),"Noida,Uttar Pradesh + 2 more",Private,19 years old
4784,Consero Global S...,3.1,(92 Reviews),Austin,Private,16 years old
4785,Parker Hannifin,4.4,(92 Reviews),"Cleveland,Ohio + 10 more",Private,105 years old
4786,Government of An...,4.1,(92 Reviews),Velagapudi + 33 more,Public,69 years old
4787,Ansal Properties...,3.6,(92 Reviews),"Delhi/NCR,New Delhi + 10 more",Public,55 years old
4788,Shriram EPC,4.3,(92 Reviews),"Chennai,Tamil Nadu + 9 more",Public,22 years old
4789,Lobo Staffing So...,4.0,(92 Reviews),"Mumbai,Maharashtra + 23 more",Private,19 years old
4790,Eye-Q Super Spec...,3.6,(92 Reviews),15 years old,Gurugram + 19 more,501-1k Employees (Global)
4791,Terrier Security...,4.2,(92 Reviews),Bangalore + 19 more,Private,33 years old
4792,Sysinformation H...,3.5,(92 Reviews),"Texas,Texas + 1 more",Private,17 years old
4793,Nippon Toyota,4.3,(92 Reviews),"Kochi/Cochin,Kerala + 9 more",Private,23 years old
4794,Dimension India ...,3.8,(92 Reviews),"Noida,Uttar Pradesh + 10 more",Private,22 years old
4795,Ramky Group,4.4,(92 Reviews),"Issy-les-moulineaux,Hauts-de-seine + 23 more",Private,28 years old
4796,Supreme Infrastr...,3.4,(92 Reviews),Mumbai + 15 more,Public,39 years old
4797,KGK Group,3.8,(92 Reviews),Hong Kong + 10 more,Private,117 years old
4798,Toyo INK,4.2,(92 Reviews),16 years old,Tokyo + 11 more,11-50 Employees (India)
4799,ILS Hospital,3.8,(92 Reviews),Kolkata + 2 more,Private,22 years old
4800,Amps Electrical ...,3.4,(92 Reviews),23 years old,"Bangalore/Bengaluru,Karnataka + 13 more",201-500 Employees (India)
4801,Novel Office,4.4,(92 Reviews),29 years old,"Bengaluru/Bangalore,Karnataka + 4 more",51-200 Employees (India)
4802,L&T Defence,3.9,(92 Reviews),12 years old,Mumbai + 7 more,51-200 Employees (India)
4803,Ameyo,3.3,(92 Reviews),"Gurgaon,Haryana + 5 more",Private,19 years old
4804,MSL Driveline Sy...,4.3,(92 Reviews),43 years old,Mumbai + 3 more,201-500 Employees (India)
4805,AQM Technologies,2.9,(92 Reviews),"Mumbai,Maharashtra + 4 more",Private,22 years old
4806,Graphite India,3.6,(92 Reviews),"Nasik/Nashik,Maharashtra + 5 more",Public,60 years old
4807,Aamby Valley Cit...,4.3,(92 Reviews),Pune + 4 more,Public,19 years old
4808,Pyrotech Electro...,3.6,(92 Reviews),"Udaipur,Rajasthan + 6 more",Private,46 years old
4809,doodleblue innov...,4.6,(92 Reviews),"Chennai,Tamil Nadu",Private,11 years old
4810,Entercoms,3.4,(92 Reviews),"Irving,Texas",Private,18 years old
4811,Qualtech Consult...,3.4,(92 Reviews),"Noida,Uttar Pradesh + 2 more",Private,19 years old
4812,Pahal Financial ...,4.2,(92 Reviews),Ahmedabad + 28 more,Private,28 years old
4813,Vnr Seeds,4.0,(92 Reviews),18 years old,Raipur + 15 more,51-200 Employees (India)
4814,Writer Business ...,3.8,(92 Reviews),Mumbai + 32 more,Private,69 years old
4815,Naprod Life Scie...,3.5,(92 Reviews),Mumbai + 4 more,Private,16 years old
4816,Xome,4.2,(92 Reviews),10 years old,"Lewisville,Texas + 3 more",1k-5k Employees (Global)
4817,Bry-Air (Asia),4.0,(91 Reviews),"Gurgaon/Gurugram,Haryana + 10 more",Private,41 years old
4818,Bharti Retail,4.4,(91 Reviews),New Delhi + 34 more,Private,46 years old
4819,Unity Infraproje...,3.9,(91 Reviews),"Mumbai,Maharashtra + 15 more",Public,43 years old
4820,Mobile Programmi...,3.5,(91 Reviews),Los Angeles + 8 more,LLC,21 years old
4821,Bull Machines,3.7,(91 Reviews),60 years old,"Coimbatore,Tamil Nadu + 16 more",501-1k Employees (India)
4822,Deep Industries,3.1,(91 Reviews),"Ahmedabad,Gujarat + 7 more",Public,31 years old
4823,Teerthanker Maha...,3.5,(91 Reviews),14 years old,"Moradabad,Uttar Pradesh + 4 more",1k-5k Employees (India)
4824,Koenig Solutions,3.3,(91 Reviews),"Delhi/NCR,Delhi + 7 more",Private,29 years old
4825,Capillary Techno...,3.8,(91 Reviews),"Singapore,Singapore + 3 more",Private,14 years old
4826,Lanson Toyota,4.2,(91 Reviews),Chennai + 5 more,Private,22 years old
4827,Sigma Freudenber...,4.3,(91 Reviews),"Milan,Ohio + 8 more",Private,22 years old
4828,Clove Dental,3.6,(91 Reviews),11 years old,"Delhi,NCT + 11 more",501-1k Employees (Global)
4829,The Millennium S...,4.0,(91 Reviews),8 years old,"Gurgaon/Gurugram,Haryana + 19 more",11-50 Employees (India)
4830,Botree Software ...,4.2,(91 Reviews),"Chennai,Tamil Nadu + 11 more",Private,25 years old
4831,Home Centre,4.4,(91 Reviews),27 years old,Dubai + 20 more,
4832,Jaipur National ...,2.7,(91 Reviews),Jaipur + 2 more,Private,15 years old
4833,CIMS Hospital,4.3,(91 Reviews),"Ahmedabad,Gujarat + 3 more",Private,12 years old
4834,Oaknet Healthcar...,3.9,(91 Reviews),7 years old,"Mumbai,Maharashtra + 20 more",201-500 Employees (India)
4835,Emerson Innovati...,4.1,(91 Reviews),19 years old,Pune,501-1k Employees (Global)
4836,Sami-Sabinsa Gro...,3.5,(91 Reviews),"Bangalore/Bengaluru,Karnataka + 5 more",Public,31 years old
4837,MTS,3.8,(91 Reviews),"Minnesota,Hennepin + 37 more",Private,56 years old
4838,Alf Engineering,4.1,(91 Reviews),"Nasik/Nashik,Maharashtra + 9 more",Private,16 years old
4839,Roots Multiclean,3.9,(91 Reviews),"Coimbatore,Tamil Nadu + 21 more",Public,30 years old
4840,Malladi Drugs & ...,4.1,(91 Reviews),"Chennai,Tamil Nadu + 7 more",Private,42 years old
4841,Holostik,3.9,(91 Reviews),"Noida,Uttar Pradesh + 9 more",Public,31 years old
4842,Virinchi Technol...,3.4,(91 Reviews),Edison + 2 more,Private,31 years old
4843,Genus Electrotec...,3.6,(91 Reviews),Gandhidham + 8 more,Private,23 years old
4844,Suminter India O...,4.1,(91 Reviews),"Mumbai,Maharashtra + 9 more",Private,18 years old
4845,Bambino Agro Ind...,4.2,(91 Reviews),"Hyderabad/Secunderabad,Telangana + 15 more",Public,40 years old
4846,Lester Infoservi...,3.6,(91 Reviews),"East Haven,Connecticut + 1 more",Private,41 years old
4847,E Pack Polymers,3.6,(91 Reviews),23 years old,"Greater Noida,Uttar Pradesh + 3 more",501-1k Employees (India)
4848,Toshiba Software...,3.8,(91 Reviews),20 years old,Bengaluru + 4 more,201-500 Employees (India)
4849,Simar Infrastruc...,3.9,(91 Reviews),Panipat + 12 more,Public,24 years old
4850,Ammann Apollo,3.9,(91 Reviews),Mehsana + 14 more,Private,25 years old
4851,Cadeploy Enginee...,2.7,(91 Reviews),"San Ramon,California + 4 more",Private,10 years old
4852,CSM Technologies,3.9,(91 Reviews),"Bhubaneswar,Odisha + 6 more",Private,24 years old
4853,Crescendo Global,4.8,(91 Reviews),8 years old,"Gurgaon/Gurugram,Haryana + 1 more",51-200 Employees (India)
4854,Go Speedy Go,4.5,(91 Reviews),Bhubaneswar + 4 more,Private,5 years old
4855,Oman National En...,3.6,(91 Reviews),44 years old,Muscat + 5 more,1k-5k Employees (Global)
4856,Shalimar Corp,4.0,(91 Reviews),501-1k Employees (India),Lucknow + 6 more,
4857,Nielsen Sports,3.9,(91 Reviews),"Bangalore,Karnataka",Private,18 years old
4858,Fipola Retail,4.7,(91 Reviews),"Chennai,Tamil Nadu + 4 more",Private,6 years old
4859,Go Speedy Go,4.5,(91 Reviews),Bhubaneswar + 4 more,Private,5 years old
4860,Nielsen Sports,3.9,(91 Reviews),"Bangalore,Karnataka",Private,18 years old
4861,Gapbridge Softwa...,4.0,(91 Reviews),"Bengaluru,Karnataka + 19 more",Private,12 years old
4862,Oman National En...,3.6,(91 Reviews),44 years old,Muscat + 5 more,1k-5k Employees (Global)
4863,Crescendo Global,4.8,(91 Reviews),8 years old,"Gurgaon/Gurugram,Haryana + 1 more",51-200 Employees (India)
4864,CSM Technologies,3.9,(91 Reviews),"Bhubaneswar,Odisha + 6 more",Private,24 years old
4865,Shalimar Corp,4.0,(91 Reviews),501-1k Employees (India),Lucknow + 6 more,
4866,CBSI,3.5,(91 Reviews),"Bangalore/Bengaluru,Karnataka + 9 more",Private,24 years old
4867,Rakuten,4.1,(91 Reviews),"San Mateo,California + 3 more",Private,25 years old
4868,Sikka Group,3.6,(91 Reviews),New Delhi + 5 more,Private,36 years old
4869,Biophore India P...,3.6,(91 Reviews),"Hyderabad/Secunderabad,Telangana + 1 more",Private,15 years old
4870,Mandovi Motors,4.4,(91 Reviews),"Bangalore/Bengaluru,Karnataka + 3 more",Private,38 years old
4871,Indian Institute...,4.6,(112 Reviews),51-200 Employees (India),Kozhikode + 15 more,
4872,Kalyan Toll Infr...,4.3,(90 Reviews),"Indore,Madhya Pradesh + 15 more",Private,20 years old
4873,Bajaj Healthcare,3.8,(90 Reviews),"Thane,Maharashtra + 6 more",Public,29 years old
4874,Sv Edusports,4.5,(90 Reviews),Bangalore + 24 more,Private,13 years old
4875,Medline Industri...,4.1,(90 Reviews),"Northfield,Illinois + 3 more",Private,56 years old
4876,Grassroots BPO,3.9,(90 Reviews),"Bangalore/Bengaluru,Karnataka + 4 more",Private,11 years old
4877,STMicroelectroni...,4.2,(90 Reviews),"Geneva,Geneva + 4 more",Private,35 years old
4878,Aia Engineering,4.0,(90 Reviews),"Ahmedabad,Gujrat + 2 more",Public,43 years old
4879,Health Prime Ser...,4.0,(90 Reviews),Mumbai + 1 more,Private,19 years old
4880,Frost & Sullivan,3.4,(90 Reviews),"Santa Clara,California + 6 more",Private,61 years old
4881,Rabindranath Tag...,4.2,(90 Reviews),22 years old,Kolkata + 3 more,201-500 Employees (India)
4882,Simpson,3.9,(90 Reviews),182 years old,Chennai + 2 more,201-500 Employees (India)
4883,Doosan Heavy Ind...,4.2,(90 Reviews),"Seocho,Seoul + 12 more",Private,60 years old
4884,Siegwerk,4.0,(90 Reviews),"Siegburg,NRW + 12 more",Private,192 years old
4885,Mindlance,3.8,(90 Reviews),"Union,New Jersey + 5 more",Private,23 years old
4886,Equinox Labs,4.1,(90 Reviews),"Mumbai,Maharashtra + 7 more",Private,17 years old
4887,Minda Stoneridge...,3.7,(90 Reviews),27 years old,New Delhi + 2 more,1k-5k Employees (India)
4888,Siemens Healthin...,4.1,(90 Reviews),126 years old,Erlangen + 10 more,1k-5k Employees (India)
4889,Rabindranath Tag...,4.2,(90 Reviews),22 years old,Kolkata + 3 more,201-500 Employees (India)
4890,Siemens Healthin...,4.1,(90 Reviews),126 years old,Erlangen + 10 more,1k-5k Employees (India)
4891,Innovatiview,3.4,(90 Reviews),"Noida,Uttar Pradesh + 3 more",Private,12 years old
4892,Hindustan Wellne...,2.8,(90 Reviews),8 years old,"Gurgaon,Haryana + 2 more",11-50 Employees (India)
4893,Siegwerk,4.0,(90 Reviews),"Siegburg,NRW + 12 more",Private,192 years old
4894,Aia Engineering,4.0,(90 Reviews),"Ahmedabad,Gujrat + 2 more",Public,43 years old
4895,Equinox Labs,4.1,(90 Reviews),"Mumbai,Maharashtra + 7 more",Private,17 years old
4896,Satvat Infosol,3.8,(90 Reviews),"Chennai,Tamil Nadu + 1 more",Private,23 years old
4897,Sula Vineyards,4.3,(90 Reviews),26 years old,Nashik + 9 more,501-1k Employees (India)
4898,Mövenpick Hotels...,4.4,(90 Reviews),Paris + 16 more,Private,49 years old
4899,Wave Infratech,4.1,(90 Reviews),"Noida,Uttar Pradesh + 9 more",Private,59 years old
4900,Sv Edusports,4.5,(90 Reviews),Bangalore + 24 more,Private,13 years old
4901,Macmet Engineeri...,3.8,(90 Reviews),"Kolkata,West Bengal + 9 more",Private,32 years old
4902,IXAR,3.7,(90 Reviews),Mumbai + 7 more,Private,53 years old
4903,Shore Infotech I...,3.2,(90 Reviews),"New York,NY",Private,15 years old
4904,Dream Plast Indi...,3.9,(90 Reviews),13 years old,Pune + 3 more,201-500 Employees (India)
4905,Simpson,3.9,(90 Reviews),182 years old,Chennai + 2 more,201-500 Employees (India)
4906,Oceanic Pharmach...,4.2,(90 Reviews),"Mumbai,Maharashtra + 1 more",Private,24 years old
4907,Welspun Enterpri...,4.1,(90 Reviews),"Mumbai,Maharashtra + 19 more",Public,46 years old
4908,Doosan Heavy Ind...,4.2,(90 Reviews),"Seocho,Seoul + 12 more",Private,60 years old
4909,Ts Tech Sun Indi...,4.2,(90 Reviews),Noida + 7 more,Private,68 years old
4910,Minda Kosei Alum...,4.3,(90 Reviews),Bawal + 7 more,Private,7 years old
4911,FOX Solutions,3.4,(90 Reviews),27 years old,"Nasik/Nashik,Maharashtra + 7 more",201-500 Employees (India)
4912,Jindal Group Of ...,3.0,(90 Reviews),New Delhi + 17 more,Private,70 years old
4913,Rama University,3.8,(90 Reviews),26 years old,"Kanpur,Uttar Pradesh + 8 more",51-200 Employees (India)
4914,Torrent Gas,3.3,(90 Reviews),4 years old,"Ahmedabad,Gujarat + 18 more",501-1k Employees (India)
4915,Garware Hi-Tech ...,3.8,(90 Reviews),"Mumbai,Maharashtra + 6 more",Public,89 years old
4916,Bhansali Enginee...,3.5,(90 Reviews),"Mumbai,Maharashtra + 6 more",Public,38 years old
4917,Sembcorp Energy ...,4.3,(90 Reviews),"Gurgaon/Gurugram,Haryana + 6 more",Public,14 years old
4918,Fortune Marketin...,3.2,(90 Reviews),"Delhi/NCR,Delhi + 16 more",Private,28 years old
4919,Health Prime Ser...,4.0,(90 Reviews),Mumbai + 1 more,Private,19 years old
4920,Black & Veatch,4.1,(90 Reviews),Overland Park + 9 more,Private,107 years old
4921,Fawaz Alhokair G...,4.2,(90 Reviews),Riyadh + 5 more,Private,32 years old
4922,Apache Footwear,3.7,(90 Reviews),Nellore + 5 more,Private,31 years old
4923,Hathi Cement,4.5,(90 Reviews),Mumbai + 10 more,Private,66 years old
4924,Expleo Group,4.1,(90 Reviews),5 years old,Saint Quentin En Yvelines + 4 more,10k-50k Employees (Global)
4925,SevenMentor,4.8,(90 Reviews),"Pune,Maharashtra",Private,13 years old
4926,XenonStack,4.3,(90 Reviews),"SunnyVale,California",Private,10 years old
4927,Stedman Pharmace...,4.2,(90 Reviews),"Chennai,Tamil Nadu + 15 more",Private,31 years old
4928,Isolux Corsan,3.9,(89 Reviews),Madrid + 17 more,Private,94 years old
4929,Arihant Publicat...,3.8,(89 Reviews),Meerut + 13 more,Private,25 years old
4930,India Pistons,3.6,(89 Reviews),"Chennai,Tamil Nadu + 3 more",Public,73 years old
4931,Jagsonpal Pharma...,3.7,(89 Reviews),"Delhi/NCR,Delhi + 24 more",Public,58 years old
4932,Vistaprint,4.0,(89 Reviews),Mumbai + 7 more,Private,10 years old
4933,Alp Consulting,3.7,(89 Reviews),"Bangalore/Bengaluru,Karnataka + 13 more",Public,26 years old
4934,Frontline NCR Bu...,3.7,(89 Reviews),New Delhi + 22 more,Private,15 years old
4935,AYM Syntex,3.9,(89 Reviews),"Mumbai,Maharashtra + 4 more",Public,37 years old
4936,ABC Consultants,4.1,(89 Reviews),New York + 15 more,Private,53 years old
4937,Royal Infraconst...,3.4,(89 Reviews),42 years old,Kolkata + 13 more,51-200 Employees (India)
4938,Affluent Global ...,3.9,(89 Reviews),10 years old,"Hyderabad/Secunderabad,Telangana + 3 more",501-1k Employees (India)
4939,PIT Solutions,4.7,(89 Reviews),22 years old,Rapperswil-Jona,501-1k Employees (India)
4940,ABT Maruti,4.2,(89 Reviews),Coimbatore + 13 more,Private,101 years old
4941,J. C. Penney,4.4,(89 Reviews),"Plano,Texas + 4 more",Private,120 years old
4942,Chanakya IAS Aca...,3.3,(89 Reviews),New Delhi + 21 more,Private,29 years old
4943,FSS,3.6,(89 Reviews),"Chennai,Tamil Nadu + 13 more",Private,31 years old
4944,Garden Reach Shi...,4.2,(89 Reviews),88 years old,Kolkata + 3 more,1k-5k Employees (India)
4945,Hotel Sahara Sta...,4.2,(89 Reviews),Mumbai + 2 more,Private,20 years old
4946,Rucha Engineers,4.2,(89 Reviews),15 years old,Ghaziabad + 6 more,501-1k Employees (India)
4947,The Indure,3.6,(89 Reviews),New Delhi + 13 more,Private,52 years old
4948,ThoughtWorks,4.4,(89 Reviews),"Chicago,Illinois + 6 more",Private,29 years old
4949,ABT Maruti,4.2,(89 Reviews),Coimbatore + 13 more,Private,101 years old
4950,FSS,3.6,(89 Reviews),"Chennai,Tamil Nadu + 13 more",Private,31 years old
4951,SNVA Ventures,3.8,(89 Reviews),Waldorf + 3 more,Private,13 years old
4952,AYM Syntex,3.9,(89 Reviews),"Mumbai,Maharashtra + 4 more",Public,37 years old
4953,Arihant Publicat...,3.8,(89 Reviews),Meerut + 13 more,Private,25 years old
4954,Sangam,3.8,(89 Reviews),"Bhilwara,Rajasthan + 8 more",Public,38 years old
4955,Jagsonpal Pharma...,3.7,(89 Reviews),"Delhi/NCR,Delhi + 24 more",Public,58 years old
4956,Viztar Internati...,3.2,(89 Reviews),15 years old,"Mumbai,Maharashtra + 12 more",501-1k Employees (India)
4957,PIT Solutions,4.7,(89 Reviews),22 years old,Rapperswil-Jona,501-1k Employees (India)
4958,Ritu Kumar,3.6,(89 Reviews),Gurgaon + 20 more,Private,53 years old
4959,Sowparnika,3.0,(89 Reviews),"Bangalore/Bengaluru,Karnataka + 8 more",Private,19 years old
4960,T.R. Sawhney Mot...,3.4,(89 Reviews),New Delhi + 8 more,Private,35 years old
4961,Intercraft Tradi...,4.3,(89 Reviews),28 years old,"Mumbai,Maharashtra + 18 more",201-500 Employees (India)
4962,Garden Reach Shi...,4.2,(89 Reviews),88 years old,Kolkata + 3 more,1k-5k Employees (India)
4963,The Indure,3.6,(89 Reviews),New Delhi + 13 more,Private,52 years old
4964,Hotel Sahara Sta...,4.2,(89 Reviews),Mumbai + 2 more,Private,20 years old
4965,High Court Luckn...,4.4,(89 Reviews),201-500 Employees (Global),Lucknow + 17 more,
4966,EICHER TRUCKS AN...,4.3,(89 Reviews),New Delhi + 28 more,Public,14 years old
4967,Health Insurance...,3.6,(89 Reviews),9 years old,Noida + 9 more,51-200 Employees (India)
4968,Root Industries,4.3,(89 Reviews),"Coimbatore,Tamil Nadu + 3 more",Private,52 years old
4969,Suzlon Gujarat W...,4.5,(89 Reviews),Pune + 14 more,Private,27 years old
4970,Rucha Engineers,4.2,(89 Reviews),15 years old,Ghaziabad + 6 more,501-1k Employees (India)
4971,Plasser India,3.9,(89 Reviews),57 years old,"Faridabad,Haryana + 4 more",51-200 Employees (India)
4972,Aczet,4.3,(89 Reviews),Dubai + 7 more,Private,36 years old
4973,TELUS Internatio...,4.1,(89 Reviews),17 years old,Pasig City + 3 more,1k-5k Employees (India)
4974,Americana Group,3.9,(89 Reviews),Kuwait City + 12 more,Private,58 years old
4975,Myoung Shin Indi...,4.0,(89 Reviews),"Kanchipuram,Tamil Nadu + 3 more",Private,16 years old
4976,Innoviti Payment...,3.4,(89 Reviews),"Bangalore,Karnataka + 16 more",Private,14 years old
